"TimeEntryID","TimeEntryDatasourceID","TimeEntrySourceID","TimeEntryMatterID","TimeEntryStaffID","TimeEntryName","TimeEntryDate","TimeEntryMonth","TimeEntryQuarter","TimeEntryYear","TimeEntryAmount","TimeEntryRate","TimeEntryGross","TimeEntryStatus","TimeEntryPayable","TimeEntryIsActive","TimeEntryUpdatedDatetime","TotalBilledToDate","TotalPaidToDate","TimeEntryBilledAmount","TimeEntryInvoiceID","Staff","MatterType","TransactionPaymentAmount","LastPaymentDate","CTimeEntryPayable","TotalPaymentPayable","TimeEntryBreakDown","TotalPayout"
"1~B8614B2CFDD21917","1","B8614B2CFDD21917","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to missing payment for copier and other FD closure issues in preparation to respond and update strategy memo. ","2025-04-04","4","2","2025","0.4","350.0","140.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","67.55","H378AB31D3C56581","CAJ","2","15000.0","2025-04-04","67.55","6000.0","0.0045","27.0"
"1~B86D0B28A4516251","1","B86D0B28A4516251","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Reviewed and drafted reply to FD's Tacoma email.","2025-01-03","1","1","2025","0.7","400.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","77.18","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","77.18","6000.0","0.004","24.0"
"1~B8700B28700D0238","1","B8700B28700D0238","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Emailed E Morris. Reviewed emails. Attended L10 meeting.","2025-01-03","1","1","2025","2.5","400.0","1000.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","275.65","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","275.65","6000.0","0.0144","86.4"
"1~B871CB2AD9AEC706","1","B871CB2AD9AEC706","1~AC361AB169FF7591","1~Y05DDAAF3FA5C240","10132.000 - Amshot LLC - General - Email C Sullivan.  Email client.","2025-03-03","3","1","2025","0.2","230.0","46.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","26.87","H3ABFB3132719210","JRJ","2","3500.0","2025-03-03","26.87","1400.0","0.0076","10.64"
"1~B881CB2A43EFA838","1","B881CB2A43EFA838","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Reviewed riders and proposed agreements for amshot contract and use of terms & conditions, reviewed related documents and began revisions.","2025-03-03","3","1","2025","1.2","420.0","504.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","294.39","H3ABFB3132719210","BPL","2","3500.0","2025-03-03","294.39","1400.0","0.0841","117.74"
"1~B892FB2482113848","1","B892FB2482113848","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Send email regarding Northgate.  Review insurance policy as to Ascend.  Review Lincoln emails.","2024-11-07","11","4","2024","0.8","400.0","320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","226.58","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","226.58","6000.0","0.0151","90.6"
"1~B89ACB243AD32647","1","B89ACB243AD32647","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review email and client comments regarding Letter of Intent for Bellview space; Revise Letter of Intent; Draft email to client regarding the same; Review numerous emails regarding power outage and how to respond; Review emails regarding tax issue at Northgate in preparation to respond; Attend emergency teleconference regarding power outage and strategy ","2024-11-07","11","4","2024","2.6","350.0","910.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","644.32","H1FE5B281147C132","CAJ","2","15000.0","2024-11-07","644.32","6000.0","0.0429","257.4"
"1~B89C1B2832199775","1","B89C1B2832199775","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Reviewed correspondence regarding gift card liability in preparation to advise, udpate strategy memo regardin the same; attended hearing on worker's comp issue, reviewed and revise correspondence regarding settlement related to the same.","2025-01-03","1","1","2025","1.0","350.0","350.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","96.48","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","96.48","6000.0","0.005","30.0"
"1~B89E5B28F352A613","1","B89E5B28F352A613","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Reviewed H Cole email.  Review and response to Canon email.  Reviewed emails generally.","2025-01-03","1","1","2025","1.8","400.0","720.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","198.47","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","198.47","6000.0","0.0103","61.8"
"1~B8A64B1A8C35E529","1","B8A64B1A8C35E529","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Attend executive strategy meeting to discuss status of various projects; Update strategy memo accordingly; Review multiple emails regarding roof issue, tax issue in Northgate, Clackamas employee complaint, and Canonon Printer Lease issue; Review and analyze Tukwila lease for notice provisions.","2025-08-04","8","3","2025","3.0","350.0","1050.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","289.43","HD2E5B3471D0F264","CAJ","2","15000.0","2025-08-04","289.43","6000.0","0.019","114.0"
"1~B8AABB26A3EB4960","1","B8AABB26A3EB4960","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails.  Email FD Tacoma LL regarding property sale.  Review Northgate emails.","2024-12-05","12","4","2024","1.0","400.0","400.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","334.82","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","334.82","6000.0","0.0223","133.8"
"1~B8B22B2E9E32E414","1","B8B22B2E9E32E414","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and respond to Northgate emails.  Review Northgate lease. Review emails on internships.","2025-04-04","4","2","2025","3.5","400.0","1400.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","675.46","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","675.46","6000.0","0.045","270.0"
"1~B8C0FB2A45527571","1","B8C0FB2A45527571","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Respond to Tacoma copier issue.  Review Tanasbourne lease letter and assess response.  ","2025-02-06","2","1","2025","2.1","400.0","840.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","231.54","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","231.54","6000.0","0.0425","255.0"
"1~B8C56B23D3D00848","1","B8C56B23D3D00848","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails.    Draft closure letters.  Review Lake Oswego LOI.","2024-11-07","11","4","2024","1.8","400.0","720.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","509.79","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","509.79","6000.0","0.0339","203.4"
"1~B8C7FB2A6D412244","1","B8C7FB2A6D412244","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review immigration materials.  Review Asure IT documents.  Email E Morris.","2025-02-06","2","1","2025","2.8","400.0","1120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","308.73","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","308.73","6000.0","0.0567","340.2"
"1~B8CD6B30F5972704","1","B8CD6B30F5972704","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to Mama Bird Lease and update strategy memo; Review emails relating to Northgate Tax issues and update strategy memo regarding the same. ","2025-06-05","6","2","2025","0.3","350.0","105.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","154.21","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","154.21","6000.0","0.006","36.0"
"1~B8D45B272A366352","1","B8D45B272A366352","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Tanasbourne roof email and respond.","2024-12-05","12","4","2024","0.3","400.0","120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","100.45","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","100.45","6000.0","0.0066","39.6"
"1~B8D88B22ED105566","1","B8D88B22ED105566","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding Northgate Tax strategy in preparation to advise; Review email regarding force mejeure language in LOI in preparation to respond, update strategy memo. ","2024-10-03","10","4","2024","0.6","350.0","210.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","143.67","HEBACB2817B80480","CAJ","2","15000.0","2024-10-03","143.67","6000.0","0.0095","57.0"
"1~B8DA0B2B9A783416","1","B8DA0B2B9A783416","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding alleged breach of franchise agreement in preparation to respond; Prepare for L10 meeting, Attend L10, update strategy memo; Review emails regarding Northgate tax issue in preparation to advise regarding the same. ","2025-03-04","3","1","2025","2.2","350.0","770.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","503.27","H151FB31DE0FD393","CAJ","2","15000.0","2025-03-04","503.27","6000.0","0.0318","190.8"
"1~B8DA6B2502E86774","1","B8DA6B2502E86774","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review email.  Draft management agreement.  Prep for Northgate tax call.  Call with Simon counsel on Northgate taxes.","2024-11-07","11","4","2024","3.3","400.0","1320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","934.62","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","934.62","6000.0","0.0623","373.8"
"1~B8DF7B241BC00564","1","B8DF7B241BC00564","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Email J Rosen.","2024-11-07","11","4","2024","0.3","400.0","120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","84.97","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","84.97","6000.0","0.0056","33.6"
"1~B8E22B328D2ED152","1","B8E22B328D2ED152","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Work on Mama Bird Lease, review correspondence regarding the same. ","2025-06-05","6","2","2025","1.5","400.0","600.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","259.41","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","259.41","6000.0","0.0101","60.6"
"1~B8E2FB2879AAB608","1","B8E2FB2879AAB608","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Prepped for hearing on MSJ.","2025-01-03","1","1","2025","2.0","400.0","800.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","220.52","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","220.52","6000.0","0.0115","69.0"
"1~B8F07B3395D69908","1","B8F07B3395D69908","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft revisions to License.","2025-08-04","8","3","2025","4.1","400.0","1640.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","436.56","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","436.56","6000.0","0.0287","172.2"
"1~B8F63B1B8AF21740","1","B8F63B1B8AF21740","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Email T Leslie regarding Sec. 1(b) issues.","2025-08-04","8","3","2025","0.3","400.0","120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","33.08","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","33.08","6000.0","0.0021","12.6"
"1~B901AB1B47F93530","1","B901AB1B47F93530","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Draft email to client detailing proposed response regarding collection claim; Draft correspondence to opposing counsel containing counter offer; Draft email to client regarding the same; update strategy memo; Review emails regarding HVAC and roofing issue in Tanasbourne.","2025-08-04","8","3","2025","1.3","350.0","455.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","125.42","HD2E5B3471D0F264","CAJ","2","15000.0","2025-08-04","125.42","6000.0","0.0082","49.2"
"1~B909BB2F91E9B242","1","B909BB2F91E9B242","1~A27C9B321A696349","1~Y7B49B2A2E165654","11091.003 - Plan Group Financial - GC2 - Redline Referral and Commission Agreements.","2025-07-01","7","3","2025","2.7","400.0","1080.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","993.69","HDE8BB345B6B9282","KWD","2","6000.0","2025-07-01","993.69","2400.0","0.2839","681.36"
"1~B9134B33740BF228","1","B9134B33740BF228","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for L10 meeting among high level management; Attend L10 and present legal status update; Work on Mama Bird Lease; Work on licensing agreement, draft emails regarding the same; Review vendor agreement issue. ","2025-08-04","8","3","2025","5.0","400.0","2000.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","532.39","HD2E5B3471D0F264","CAJ","2","15000.0","2025-08-04","532.39","6000.0","0.035","210.0"
"1~B9152B2AD7EF2647","1","B9152B2AD7EF2647","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and revise Marqii Agreement.  Revise ITA agreement.  exchange emails on Northgate.  Email regarding FD's.","2025-02-06","2","1","2025","3.9","400.0","1560.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","429.96","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","429.96","6000.0","0.079","474.0"
"1~B91C6B2A9D220422","1","B91C6B2A9D220422","1~AC361AB169FF7591","1~Y05DDAAF3FA5C240","10132.000 - Amshot LLC - General - Email client.  Email C Sullivan regarding payment by RFX.","2025-03-03","3","1","2025","0.4","230.0","92.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","53.74","H3ABFB3132719210","JRJ","2","3500.0","2025-03-03","53.74","1400.0","0.0153","21.42"
"1~B9212B24936E5314","1","B9212B24936E5314","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Call regarding Ascend Prime.  Review and respond to Ascend Prime issues and emails.  Email regarding Northgate.","2024-11-07","11","4","2024","4.8","400.0","1920.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1359.45","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","1359.45","6000.0","0.0906","543.6"
"1~B9252B321EE9D937","1","B9252B321EE9D937","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Revise West Jordan lease.  Call with client.  Email E Morris.","2025-06-05","6","2","2025","2.7","400.0","1080.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","466.95","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","466.95","6000.0","0.0182","109.2"
"1~B92B3B259F4D2413","1","B92B3B259F4D2413","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review and advise regarding Private Dining Rider from Citi Bank, draft email to client regarding the same, update strategy memo. ","2024-12-05","12","4","2024","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","205.08","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","205.08","6000.0","0.0136","81.6"
"1~B93C7B2D433C1429","1","B93C7B2D433C1429","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails.","2025-04-04","4","2","2025","0.2","400.0","80.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","38.6","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","38.6","6000.0","0.0025","15.0"
"1~B9450B274E99F507","1","B9450B274E99F507","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review various emails and update strategy memo, email strategy memo for L10 weekly update; Review emails from W. Backholm regarding Northgate tax issue, review Lainey's response and update strategy memo. ","2025-01-03","1","1","2025","0.8","350.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1538.46","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","1538.46","6000.0","0.0804","482.4"
"1~B947CB2550710291","1","B947CB2550710291","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Confer regarding impact of worker's comp laws generally and strategy for responding to MSJ regarding H. Cole; Review emails regarding power outage at Ascend, update strategy memo regarding the same; Review emails regarding Northgate tax issue, update strategy memo. ","2024-12-05","12","4","2024","1.2","350.0","420.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","351.56","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","351.56","6000.0","0.0234","140.4"
"1~B9522B21A7242880","1","B9522B21A7242880","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Attend L10 meeting.","2024-10-03","10","4","2024","1.1","400.0","440.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","301.03","HEBACB2817B80480","JRJ","2","15000.0","2024-10-03","301.03","6000.0","0.02","120.0"
"1~B95D2B31A26E1213","1","B95D2B31A26E1213","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Coordinated DocuSign with staff pursuant to Michael's request, discussed signature dates and effective dates accordingly.","2025-06-02","6","2","2025","0.2","420.0","84.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","194.44","H63B8B33F0117181","BPL","2","3500.0","2025-06-02","194.44","1400.0","0.0555","77.7"
"1~B971BB339C720402","1","B971BB339C720402","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review MB documents.","2025-08-04","8","3","2025","3.3","400.0","1320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","351.38","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","351.38","6000.0","0.0231","138.6"
"1~B975DB25D01A6141","1","B975DB25D01A6141","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to monopoly contract, update strategy memo; Review emails relating to Tukwila FD shutdown and LL backlash in preparation to respond, update strategy memo; Confer regarding teleconference relating to back taxes in Northgate; prepare for L10, draft updated strategy memo. ","2024-12-05","12","4","2024","1.8","350.0","630.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","527.34","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","527.34","6000.0","0.0351","210.6"
"1~B9782B290D687670","1","B9782B290D687670","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Teleconference with oppossing counsel in effort to resolve worker's comp claim; Conferred with J. Johnson regarding same, updated strategy memo; Reviewed email from J. Fredrick regarding Cocoon AI agreements, updated strategy memo.","2025-01-03","1","1","2025","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","67.53","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","67.53","6000.0","0.0035","21.0"
"1~B9791B20C9488632","1","B9791B20C9488632","1~A6795B1F70609109","1~YB3FEAAF3B26F526","10689.001 - EightTwenty Oklahoma LLC - GC2 - Prepare promissory note for K. Cissell.","2024-10-16","10","4","2024","0.4","195.0","78.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","3500.0","HEFB6B217F098686","ERH","2","3500.0","2024-10-16","3500.0","1400.0","1.0","1400.0"
"1~B97A1B305F74C539","1","B97A1B305F74C539","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Revise Management Agreement. Email regarding gift Card Settlement.","2025-05-19","5","2","2025","5.5","400.0","2200.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1286.8","H591BB31D8C4D509","JRJ","2","15000.0","2025-05-19","1286.8","6000.0","0.0435","261.0"
"1~B97A2B260F1E7474","1","B97A2B260F1E7474","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Working on Independent Contractor Agreement for event planner; Work on strategy for responding to tax issue at Northgate, update strategy memo; Review emails regarding closing Tacoma in preparation to advise regarding the same.","2024-12-05","12","4","2024","0.5","350.0","175.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","146.48","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","146.48","6000.0","0.0097","58.2"
"1~B98DAB298B969904","1","B98DAB298B969904","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Attend L10 meeting.  Review emails.","2025-02-06","2","1","2025","1.5","400.0","600.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","165.39","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","165.39","6000.0","0.0303","181.8"
"1~B9C39B2C23AB6838","1","B9C39B2C23AB6838","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review materials on Northgate tax issue.","2025-03-04","3","1","2025","0.6","400.0","240.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","165.98","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","165.98","6000.0","0.0104","62.4"
"1~B9DE2B2AAF01E467","1","B9DE2B2AAF01E467","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - BOI discussion.  Email client on immigration.  Review C Johnson on Tukwila and Tacoma demand letter.","2025-02-06","2","1","2025","1.7","400.0","680.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","187.44","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","187.44","6000.0","0.0344","206.4"
"1~B9E64B2261585397","1","B9E64B2261585397","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review correspondence regarding West Jordan and Famous Dave's Amendment and transfer of franchise, update strategy memo; Review correspondence in preparation to advise regarding strategy relating to Tanasbourne Stanfords lease; Review emails relating to potential needed strategies for preventing additional worker's comp claims. ","2024-10-03","10","4","2024","0.8","350.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","191.56","HEBACB2817B80480","CAJ","2","15000.0","2024-10-03","191.56","6000.0","0.0127","76.2"
"1~B9EFAB324F177219","1","B9EFAB324F177219","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and respond to Clackamas issue.  Revise MB documents.  Review Tanasbourne lease.  Respond to emails.","2025-06-05","6","2","2025","5.4","400.0","2160.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","933.89","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","933.89","6000.0","0.0365","219.0"
"1~B9F2CB1B82E07914","1","B9F2CB1B82E07914","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review LOI.  Totem Lake.","2025-08-04","8","3","2025","1.0","400.0","400.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","110.26","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","110.26","6000.0","0.0072","43.2"
"1~BA084B2FFFDD7422","1","BA084B2FFFDD7422","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Work on settlement agreement finalization; Confer regarding strategy for addressing multiple issues related to Mama Bird, review emails regarding the same; Review emails concerning Ascend marks and other IP issues, update strategy memo. ","2025-05-19","5","2","2025","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","143.3","H591BB31D8C4D509","CAJ","2","15000.0","2025-05-19","143.3","6000.0","0.0048","28.8"
"1~BA0BFB2E9F029796","1","BA0BFB2E9F029796","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Teleconference regarding Management Agreement; Revise Management Agreement and email to client with comments; Review letter to counsel for Simon regarding Northgate tax issue; Draft email regarding the same; Update strategy memo relating to various issues. ","2025-04-04","4","2","2025","1.7","350.0","595.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","287.07","H378AB31D3C56581","CAJ","2","15000.0","2025-04-04","287.07","6000.0","0.0191","114.6"
"1~BA143B2A4D32A162","1","BA143B2A4D32A162","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Continued research of immigration laws; draft comprehensive email to client regarding the same; Confer regarding strategy relating to the same. ","2025-02-06","2","1","2025","2.3","350.0","805.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","221.9","HF08FB31D537E998","CAJ","2","15000.0","2025-02-06","221.9","6000.0","0.0407","244.2"
"1~BA173B34419E5258","1","BA173B34419E5258","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review construction guidelines for MB.","2025-08-04","8","3","2025","1.4","400.0","560.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","149.07","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","149.07","6000.0","0.0098","58.8"
"1~BA18EB2C48879978","1","BA18EB2C48879978","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review various emails regarding ongoing issues and update strategy memo. ","2025-03-04","3","1","2025","2.0","350.0","700.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","484.09","H151FB31DE0FD393","CAJ","2","15000.0","2025-03-04","484.09","6000.0","0.0306","183.6"
"1~BA1D5B2199E09726","1","BA1D5B2199E09726","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for L10 Strategy meeting, draft update of all ongoing projects and email to client. ","2024-10-03","10","4","2024","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","167.62","HEBACB2817B80480","CAJ","2","15000.0","2024-10-03","167.62","6000.0","0.0111","66.6"
"1~BA3F9B2EA5782997","1","BA3F9B2EA5782997","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - review Management Agreement.  Draft letter to R Perez.  Revise letter.","2025-04-04","4","2","2025","3.8","400.0","1520.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","733.35","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","733.35","6000.0","0.0488","292.8"
"1~BA400B2059A7C495","1","BA400B2059A7C495","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review and extensively revise LOI for Station Park restaurant; draft email to client regarding the same; Review and revise LOI for Washington Park location for the Buzz, draft email to client regarding the same; Teleconference with client regarding the same; Teleconference with E. Morris, W. Blackholm and J. Johnson regarding two different lease issues,","2024-09-05","9","3","2024","4.5","350.0","1575.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","637.16","H4A2BB22B440B472","CAJ","2","15000.0","2024-09-05","637.16","6000.0","0.0428","256.8"
