"BillableHoursAmount","StaffAbbreviation","BillableHoursDate","MatterName"
"6.1","DAC","2020-01-02","Dental Depot - Corporate Restructuring 10046.002"
"6.4","JRJ","2024-11-15","Jason Pack, M.D. - General 11133.000"
"0.1","DAC","2021-05-13","Tulsa DT Hotel Investment, LLC - Tulsa DoubleTree  Acquisition 10447.002"
"5.5","JRJ","2022-10-26","Homestead Medical Clinic - Telligen Letter DO NOT BILL 10066.003"
"2.8","RAW","2021-06-16","Compellier - GC2 General 10552.000"
"0.1","AEZ","2023-07-11","Radio & TV Experts, LLC - General 10007.000"
"0.5","AEZ","2022-10-19","Robinson Park - General 10469.000"
"2.1","JRJ","2023-06-02","Ascend Hospitality Group - STANFORD MD Trademark Infringement Litigation 10109.008"
"1.3","AEZ","2024-03-25","Grasshopper Enterprises LLC - General 10972.000"
"3.7","DAC","2021-11-01","WDCO NYC 001 LLC - General 10572.000"
"1.4","JRJ","2024-03-27","Darby, Gina - General 10776.000"
"0.6","TRB","2021-01-21","Iced Tea LLC - General 10143.000"
"0.8","JRJ","2024-10-15","Appraisal Shield - State of Illinois 10100.003"
"0.3","ERH","2020-05-15","Strongpoint Auto Group - General GC2 10043.008"
"0.2","AEZ","2023-03-31","Larry and Beverly Walker and Walker Farms, Inc - Lease dispute with B&L Red Angus, LLC 10820.001"
"1.1","RAW","2020-12-03","EIGHTTWENTY OZ FUND LLC - FUND FORMATION 10414.001"
"0.4","ERH","2025-02-13","Utex Industries Inc. - Composite BX Ring Patent Application 10158.014"
"0.5","ERH","2020-11-17","Allparts Music Corp. dba Walrus Audio - Synergy SLO trademark infringement litigation 10368.002"
"3.7","BPL","2021-01-19","Tier 1 Cleaning Tools, LLC - Grooveit Trademark 10432.002"
"0.3","BPL","2023-02-07","Asher Oilfield Specialty, LLC - Brigade Lien Foreclosure Action (HOLD ALL) 10021.005"
"3.8","JRJ","2022-05-24","OSB Café Franchisor LLC - FDD 2022 10560.004"
"0.4","RAW","2019-12-16","Barro LLC - General - Old 10098.000"
"0.6","RAW","2021-08-16","WDCO NYC 001 LLC - General 10572.000"
"1.2","JER","2022-12-14","Boundless Hospitality LLC - General 10771.000"
"1.2","RAW","2021-10-28","WDCO NYC 001 LLC - General 10572.000"
"0.4","AEZ","2024-05-06","WilkinGuttenplan - S. Medford Charge of Discrimination 11061.001"
"3.4","BPL","2022-02-11","Last Brand, Inc. - General 10296.000"
"1.9","JRJ","2020-05-19","Homestead Medical Clinic - Telligen Letter DO NOT BILL 10066.003"
"3.3","JER","2021-02-18","Triton Value Partners SW, LLC - GC2 10095.000"
"0.4","TRB","2021-04-08","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.3","ERH","2024-03-20","Preserve at Covell HOA - General 10026.002"
"2.9","CNM","2023-01-19","Last Brand, Inc. - General 10296.000"
"0.2","AEZ","2021-05-05","Radio & TV Experts, LLC - Employee Classification 10007.002"
"1.8","RAW","2023-11-29","1701 N Classen LLC 10202.000"
"0.1","ERH","2020-08-06","Resistol Services - NuEra Disposals 10053.008"
"0.8","JER","2023-04-13","HiVolt Energy Holdings LLC - General 10662.000"
"0.1","AEZ","2019-11-13","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.1","AEZ","2020-03-05","Samco Enterprises, Inc. - Frisby, Tim 10008.001"
"0.6","ERH","2025-02-25","Murphree's Wine & Spirits - L. Belcher DOL Claim 11220.001"
"0.8","JSM","2022-03-22","Compellier - GC2 General 10552.000"
"1.0","JRJ","2022-03-02","Utex Industries Inc. - Reversible Valve Assembly 10158.013"
"5.5","TRB","2020-01-28","VonAllmen Capital Partners - River City 10177.001"
"0.3","AEZ","2020-09-16","Hurst v. Knauf 10028.001"
"2.0","JSM","2023-03-24","Foraker Company - Sweetwater 10330.006"
"1.0","JER","2022-11-07","Quick Custom Intelligence, LLC - Employee Equity Plan 10688.001"
"0.5","RAW","2023-08-17","Elk Valley Brewing LLC - General 10255.000"
"2.0","WMJ","2024-11-25","FX Replay - General 10984.000"
"1.8","RAW","2021-07-08","WDCO NYC 001 LLC - General 10572.000"
"4.0","JRJ","2024-04-16","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"0.8","JER","2022-05-05","Comma Insurance - General 10203.000"
"2.0","BPL","2022-07-19","Resistol Services - BMO-Jarrod Murray 10053.012"
"0.1","AEZ","2023-03-22","Parathon Construction LLC - General 10838.000"
"0.6","ERH","2020-12-30","JCE Developments LLC - Company Formation 10429.002"
"2.6","AEZ","2021-10-18","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"0.4","JER","2022-03-18","McCormack, Steve - General 10322.000"
"1.3","AEZ","2021-01-19","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"0.2","RAW","2022-04-18","Foraker Company - General 10330.000"
"3.8","JRJ","2024-10-11","WDCO VENTURES LLC - General 10648.000"
"0.8","RAW","2023-01-13","The Lander Group, Inc. - General 10540.000"
"2.4","DAC","2021-07-22","Dental Depot - Corporate General 10046.000"
"0.6","RAW","2021-03-02","Bismarck Renaissance LLC - Sather Investment 10259.001"
"2.5","JSM","2022-09-15","David Deatsch - General 10800.000"
"0.5","AEZ","2022-06-16","Pegasus EHS, LLC, vs. MHT Consulting, et.al. 10683.002"
"0.5","JRJ","2022-11-07","Chris Donatelli - General 10783.000"
"0.1","BPL","2021-06-21","Radio & TV Experts, LLC - Common Law Trademark Infringement 10007.003"
"3.8","CAJ","2023-09-26","Cody Jennings - B&J Insurance 10941.001"
"0.3","ERH","2025-03-11","Wehri, Alison and Jonathan - General 11226.000"
"1.2","JRJ","2023-09-19","Darby, Gina - General 10776.000"
"3.2","CNM","2022-11-08","WDCO NYC 001 LLC - Taconic Capital Loan 10572.005"
"1.4","AEZ","2020-11-23","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"1.9","DAC","2021-10-26","Brett Brewer - General Legal Counsel 10615.000"
"0.5","CNM","2023-01-12","WDCO NYC 001 LLC - General 10572.000"
"0.7","ERH","2021-11-01","STRUBLE PROPERTIES L.L.C. - Blackwelder HOA 10619.001"
"0.4","DAC","2020-05-29","Dedicated Logistic Systems - RE Purchase 10067.002"
"0.4","ERH","2023-01-09","Pinnacle Homeowners Association, Inc - General 10225.000"
"0.4","RAW","2020-03-30","MIDEKE PARTNERS LLC - General 10216.000"
"0.1","RAW","2020-01-14","Bartlesville 501 LLC - General 10113.000"
"1.2","BPL","2022-09-06","Access Downhole, LLC - Mud Motor Sideload Bearing 10014.007"
"3.9","AEZ","2020-11-16","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.6","RAW","2024-04-10","H. G. HISE L.L.C - General 10994.000"
"1.1","JER","2023-11-27","HiVolt Energy Holdings LLC - General 10662.000"
"0.1","RAW","2023-04-13","David Deatsch - General 10800.000"
"3.4","BPL","2020-09-03","DoubleBarrel Downhole Technologies - General 10090.000"
"0.4","RAW","2024-09-19","HARDTOFIND, LLC - Company Formation 11140.001"
"0.3","ERH","2021-02-03","13111 Highland Park Hotel Investment LLC - Aloft Post Closing 10421.002"
"1.2","JER","2024-03-05","HiVolt Energy Holdings LLC - General 10662.000"
"0.5","AEZ","2021-05-05","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.6","RAW","2021-09-02","WDCO NYC 001 LLC - General 10572.000"
"0.6","RAW","2021-09-10","Iced Tea LLC - Tower Theater 10143.001"
"0.3","JRJ","2022-01-04","GeoX Energy Inc - GC2 10191.005"
"0.3","BPL","2024-12-04","Boomtown Beach Volleyball LLC - Trademark Registration 10987.001"
"4.8","JRJ","2022-07-18","Hurst v. Knauf 10028.001"
"4.0","CAJ","2023-07-18","Skirvin Hotel LLC - Outlier Lease 10812.002"
"1.8","RAW","2020-12-15","Orange Leaf Holdings LLC - General 10025.013"
"1.0","JER","2021-10-18","Tina Sorenson - Estate Plan 10606.001"
"1.1","TRB","2021-11-11","Last Brand, Inc. - General 10296.000"
"1.5","JER","2020-02-10","Comma Insurance - Agency 3 10203.001"
"0.1","DAC","2021-01-18","CPAOKC - Collections 10153.001"
"1.0","ERH","2021-10-26","WDCO NYC 001 LLC - General 10572.000"
"0.4","AEZ","2019-11-19","Landmark of Midwest City - Hightower 10174.002"
"2.1","BPL","2020-12-03","Murphy - Muphy-Inastir Baking Container 10361.002"
"0.3","AEZ","2024-10-01","Tribune Capital Real Estate Partners LLC - Mahoney v. Muntage Best Living, LLC 10892.002"
"0.2","BPL","2020-10-20","Equity Brewing Company LLC - Trademarks 10327.001"
"1.2","RAW","2024-03-27","OPERATIONREADYMIX LLC - General 10742.000"
"0.8","RAW","2024-12-26","OPERATIONREADYMIX LLC - Willoughby PSA 10742.004"
"1.5","CAJ","2024-07-24","Massie Hauling, LLC - General 11123.000"
"0.3","TRB","2020-11-10","TheXPlace, Inc - General 10404.000"
"0.3","RAW","2022-08-29","Providence KV Multifamily LLC - General 10672.000"
"0.1","BPL","2021-12-02","amshot LLC - General 10132.000"
"0.5","JER","2022-03-08","Compellier - GC2 General 10552.000"
"0.2","AEZ","2021-11-18","Medley Material Handling, Inc. - Consulting 10175.001"
"1.2","JER","2021-10-27","Shops at Cornerstone LLC - General 10617.000"
"0.5","TRB","2023-05-02","Last Brand, Inc. - Human Resources 10296.032"
"2.9","JRJ","2023-09-14","Chris Donatelli - Provisional Patent 10783.001"
"0.3","ERH","2022-10-11","The Lander Group, Inc. - LANDER CALICO 2 LLC 10540.002"
"2.5","BPL","2021-11-08","DoubleBarrel Downhole Technologies - General 10090.000"
"0.1","AEZ","2025-01-02","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"0.8","AEZ","2022-08-29","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.5","WMJ","2023-10-24","Tatco Construction - General 10966.000"
"0.4","ERH","2021-01-04","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"0.7","CAJ","2024-11-07","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"1.4","JER","2022-02-25","EightTwenty Oklahoma LLC - General 10689.000"
"1.4","TRB","2023-08-21","Last Brand, Inc. - Logistics & Shipping 10296.026"
"0.7","BPL","2024-06-07","IDS-Innovative Dispense Solutions - General 10973.000"
"2.4","BPL","2023-10-08","Empire Dunk - General 10969.000"
"0.4","JRJ","2020-04-20","Cogent Medical Laboratory - General 10263.000"
"3.2","JSM","2022-02-25","OASIS LLC - General 10714.000"
"1.2","RAW","2019-11-07","Nelson, Jessica - Opportunity Zone 10091.001"
"8.8","JRJ","2020-03-18","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"0.8","TRB","2023-05-02","Last Brand, Inc. - Vendor Management 10296.025"
"1.0","BPL","2024-02-27","Injectable Techniques, LLC dba Soul Aesthetics - General 10801.000"
"0.6","RAW","2025-01-07","Foraker Company - Woodward 10330.009"
"0.3","RAW","2020-10-09","COOLEY, CHUCK AND KAREN - Opportunity Zone Fund 10194.001"
"4.0","JER","2021-02-24","Triton Value Partners SW, LLC - GC2 10095.000"
"2.9","TRB","2020-12-23",""
"2.2","JSM","2023-01-06","Templars Today United States - Business Formation and Application for 501(C)(3) Tax Exempt Status 10867.001"
"0.8","ERH","2023-05-09",""
"3.0","JRJ","2024-02-15","Allparts Music Corp. dba Walrus Audio - MERAKI trademark application filing 10368.037"
"0.3","TRB","2021-02-17","Tier 1 Cleaning Tools, LLC - Contracts and Organization 10432.001"
"2.3","JRJ","2023-09-07","Darby, Gina - Dept of Education Action Corrected 10776.002"
"2.0","BPL","2022-12-12","Apex MWD LLC - General 10716.000"
"0.4","ERH","2021-04-08","Dental Depot - Corporate General 10046.000"
"0.3","RAW","2021-05-25","ONEYETMANY LLC - Public Strategies Lease Revision 10094.010"
"1.4","JER","2021-08-17","Talbot Commons, LLC - Project Formation 10497.001"
"2.7","DAC","2021-05-19","2600 Partners LLC v. Sonny Ngo - Endocan Farms LLC 10547.001"
"0.2","RAW","2024-10-09","Massie Hauling, LLC - General 11123.000"
"0.4","JER","2020-05-07","MATTHEWS PLUMBING AND UTILITIES LLC - Mallet Plumbing Asset Purchase 10240.002"
"1.3","AEZ","2020-11-19","Community National Bank of Okarche - Consulting 10004.001"
"0.1","AEZ","2023-04-19","Last Brand, Inc. - Employee Handbook 10296.023"
"0.1","BPL","2023-10-31","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"1.7","TRB","2020-04-29","Lucerna Company, LLC - General 10286.000"
"0.8","JSM","2022-06-03","New Files Holding 10000.000"
"2.5","RAW","2020-12-18","13111 Highland Park Hotel Investment LLC - Company Formation 10421.001"
"2.0","JER","2020-07-20","New Files Holding 10000.000"
"0.5","WMJ","2024-06-04","Cosmopolitan Construction - General 11096.000"
"1.5","AEZ","2021-07-06","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"10.0","AEZ","2021-11-08","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.8","CNM","2023-01-11","HGC Holdings LLC - General 10730.000"
"1.5","BPL","2023-09-13","Monkey Salsa & Jam LLC - Provision Patent Application 10833.001"
"0.1","AEZ","2021-07-12","Q.B. Johnson Manufacturing, Inc. re: Hector Romero 10138.001"
"1.1","AEZ","2021-11-19","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.9","AEZ","2021-10-22","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"1.0","ERH","2021-06-28","Wonderfully Made Foundation - Department of Education Litigation 10559.001"
"1.1","JRJ","2023-08-01","Darby, Gina - General 10776.000"
"0.3","CAJ","2024-08-27","WDCO NYC 001 LLC - General 10572.000"
"1.5","JRJ","2023-03-17","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.3","ERH","2024-03-04","OPERATIONREADYMIX LLC - COFO 10742.001"
"0.7","ERH","2022-09-23","Pinnacle Homeowners Association, Inc - General 10225.000"
"0.1","AEZ","2022-10-26","David Abernethy - General 10569.000"
"2.8","JER","2025-02-07","Wheeler Home - General 10883.000"
"0.2","TRB","2023-03-03","Last Brand, Inc. - General 10296.000"
"0.6","RAW","2021-08-05","Preserve at Covell HOA - General 10026.002"
"0.5","TRB","2022-05-23","Moline, Trent - General 10553.000"
"0.5","ERH","2023-11-09","WDCO VENTURES LLC - General 10648.000"
"0.7","WMJ","2024-07-02","Robert Hefner IV - Stockyards Acquisition 11103.001"
"1.8","RAW","2021-03-04","Foundation Jacques Andre Vernaud - General 10488.000"
"1.8","JLH","2023-11-28","Ascend Hospitality Group - Company Restructure 10109.009"
"0.4","RAW","2024-09-23","OLDE CAPITOL HILL COUNCIL, INC. - General 11121.000"
"1.0","TGF","2024-10-03","CR Lending - Match21 Foreclosure 10637.019"
"2.9","AEZ","2021-10-21","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.8","CNM","2022-10-03","HiVolt Energy Holdings LLC - General 10662.000"
"0.8","RAW","2024-09-10","New Files Holding 10000.000"
"0.2","AEZ","2020-08-28","Parsons, Robert and Angela - General 10226.000"
"0.3","JRJ","2024-01-26","Z-Tex Safety, LLC - Provision Patent Application 11014.001"
"0.4","AEZ","2024-06-04","BridgeRev - NLRB Complaint 11126.001"
"1.3","ERH","2022-09-07","J&J HUDSON LLC - General 10729.000"
"0.2","AEZ","2023-11-27","Santiago-Brennan McDonald's, Inc. - EEOC Charge of Discrimination 10934.001"
"4.0","BPL","2021-02-04","Asher Oilfield Specialty, LLC - Hardship Fund 10021.002"
"0.1","AEZ","2025-01-16","Durant Mobile  Park, LLC - Book and Mankin Fiduciary Claims 11028.001"
"1.2","ERH","2020-03-11","Raprich, Shirley - Probate for Estate of Charles Raprich 10182.001"
"1.5","JER","2020-11-23","EIGHTTWENTY OZ FUND LLC - FUND FORMATION 10414.001"
"4.3","JRJ","2024-12-27","Ascend Hospitality Group - Workers Comp Lit 10109.013"
"0.4","DAC","2021-08-13","Tulsa DT Hotel Investment, LLC - Opinion Letter 10447.004"
"0.1","BPL","2022-04-04","Tier 1 Cleaning Tools, LLC - Mini G Trademark 10432.003"
"0.2","BPL","2019-10-07","Jasco Products Company, LLC - Outlet Tap with Night Light 10038.006"
"0.6","ERH","2020-11-11","Orange Leaf Holdings LLC - General 10025.013"
"0.8","ERH","2020-08-26","Fioroni Family Office - GN 10371.000"
"0.3","RAW","2024-09-17","Boundless Hospitality LLC - Fused 10771.006"
"0.8","RAW","2019-11-26","WDCO Midtown LLC - Cognizant Lease Amendment 10102.001"
"0.8","ERH","2021-05-17","ONEYETMANY LLC - 1732C Community Room Lease 10094.008"
"0.3","ERH","2021-08-13","Tribune Capital LLC - Tuscany Hills Opinion Letter 10116.007"
"0.4","RAW","2021-03-25","13111 Highland Park Hotel Investment LLC - Aloft Post Closing 10421.002"
"0.5","ERH","2020-03-27","Liddell, Mike - General 10178.000"
"3.5","CNM","2022-12-16","Skirvin Hotel Investment LLC - Acquisition 10811.001"
"0.7","AEZ","2020-08-11","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"1.1","DAC","2019-12-12","Dental Depot - Corporate Restructuring 10046.002"
"2.5","RAW","2022-08-16","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.3","RAW","2024-08-07","Obair Fence, LLC - Company Formation 11143.001"
"0.1","AEZ","2019-10-02","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.9","TRB","2022-05-24","Clubby Seltzers, LLC - General 10567.000"
"0.3","CAJ","2025-02-27","WD PICKLEBALL, LLC - General 11134.000"
"2.5","JER","2021-06-14","The Children's Center, Inc. - General 10397.000"
"6.5","CNM","2022-09-30","NEXMUV LLC - General 10435.000"
"2.5","AEZ","2024-05-02","Santiago-Brennan McDonald's, Inc. - Latonya M. Christian EEOC Claim 10934.002"
"1.7","JRJ","2021-01-04","PROPTORO LLC - General 10416.000"
"1.2","RAW","2021-06-25","Blandford, Mark - General 10565.000"
"0.2","ASW","2024-12-13","STRUBLE PROPERTIES L.L.C. - Entity Formations 10619.011"
"0.3","AEZ","2020-11-06","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Regina Gower - 20195045 10009.002"
"0.5","JSM","2021-12-13","New Files Holding 10000.000"
"2.1","JER","2023-03-02","EightTwenty Oklahoma LLC - General 10689.000"
"1.2","TGF","2024-12-03","FKFI PROPERTIES,  LLC - Oak Tree HOA v. FKFI 11160.001"
"0.3","AEZ","2021-01-08","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"3.8","JRJ","2021-09-09","GeoX Energy Inc - Draft Provisional Patent Applications 10191.003"
"1.0","JER","2023-11-17","Cassil, John and Karen - Comprehensive Estate Plan 10914.001"
"0.2","JER","2024-07-29","CORTADO VENTURES OZ FUND II LP - General 10745.000"
"0.1","AEZ","2023-08-09","Santiago-Brennan McDonald's, Inc. - EEOC Charge of Discrimination 10934.001"
"0.4","RAW","2020-10-27","Suite T, LLC - General 10139.000"
"1.9","JRJ","2020-04-21","Hurst v. Knauf 10028.001"
"0.2","AEZ","2024-09-11","Radio & TV Experts, LLC - General 10007.000"
"0.7","AEZ","2019-12-11","Radio & TV Experts, LLC - General 10007.000"
"0.3","ERH","2023-03-10","J&J HUDSON LLC - OZ Business Formation 10729.001"
"0.2","ERH","2024-07-02","Foraker Company - Bradford Plaza 10330.007"
"6.2","JRJ","2021-01-27","GeoX Energy Inc - Patent 10191.001"
"1.8","RAW","2021-01-20","OSTEEN AND MINE LLC - CTB Lease 10359.002"
"2.5","AEZ","2019-10-04","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.1","AEZ","2023-11-06","amshot LLC - Litigation 10132.002"
"3.0","JER","2022-12-02","Triton Value Partners SW, LLC - GC2 10095.000"
"0.9","JRJ","2023-07-20","Skydance Brewing Company, Inc. - General 10924.000"
"0.4","RAW","2023-08-04","WDCO NYC 001 LLC - General 10572.000"
"1.0","TRB","2020-01-15","Dental Depot - Sub DSO Dentist Acquisitions 10046.003"
"1.6","RAW","2024-07-11","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"0.3","DAC","2022-02-04","AVH Holdings LLC - S. Central Ave. RE Purchase Agreement 10067.003"
"0.1","AEZ","2019-11-20","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","AEZ","2022-08-22","Spencer Enterprises, Inc - General 10268.000"
"0.1","AEZ","2020-05-08","Switchgrass Holding LLC - General 10120.000"
"0.2","JRJ","2023-02-01","Dobson Fiber - Respond to Office Action 10705.001"
"4.8","JRJ","2019-12-11","Orange Leaf Holdings LLC - Old School Bagel FDD 10025.001"
"0.4","DAC","2021-03-12","New Files Holding 10000.000"
"0.1","AEZ","2021-01-23","A-Tech Paving - General 10033.000"
"0.4","RAW","2024-08-15","First Oklahoma Bank - Humphreys Co Revolving Line 10939.001"
"4.2","JRJ","2020-06-05","Instinct Performance LLC - Laser Cutting of Laminated Lenses 10211.002"
"2.1","TRB","2021-06-04","Last Brand, Inc. - General 10296.000"
"3.0","JER","2022-05-11","EROI Assets, Inc.- EROI OZ FUND LLC - Formation 10775.001"
"0.1","AEZ","2020-03-09","Samco Enterprises, Inc. - Frisby, Tim 10008.001"
"1.6","BPL","2024-12-02","Tier 1 Cleaning Tools, LLC - Patent Infringement-Golf Brushes 10432.005"
"0.5","RAW","2021-09-22","Iced Tea LLC - Tower Theater 10143.001"
"1.5","AEZ","2020-08-27","Wright, Gayla v. KFC of McAlester, Inc. 10129.001"
"1.8","TRB","2020-03-10","Stonecloud Brewing Company LLC - General 10210.000"
"0.7","DAC","2020-08-14","Ashmore Properties, LLC - Corporate General 10088.000"
"0.3","CAJ","2023-08-17","Trans-Tel Central LLC - General 10693.000"
"0.7","BPL","2021-07-14","Jasco Products Company, LLC - General 10038.000"
"0.5","TRB","2021-08-31","Last Brand, Inc. - General 10296.000"
"0.6","JRJ","2023-03-24","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.1","ERH","2020-10-14","OSTEEN AND MINE LLC - Tapwerks Lease 10359.001"
"3.8","TRB","2020-02-26","Moline Capital Partners, LLC - General 10059.000"
"0.4","JRJ","2024-08-13","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"3.1","BPL","2023-11-16","Apex MWD LLC - General 10716.000"
"2.3","JER","2019-11-25","Western Flyer Express LL - Rodney Timms Redemption 10125.001"
"3.3","CAJ","2024-07-26","Ascend Hospitality Group - GC2 10109.010"
"0.5","RAW","2021-02-19","JCR HOLDINGS LLC - General 10238.000"
"3.5","JRJ","2023-06-08","Adam Software, LLC - General 10907.000"
"0.7","RAW","2020-12-31","Foraker Company - Elk City 10330.001"
"0.5","TRB","2021-12-28","VonAllmen Capital Partners - Marshall County Acquisition 10177.004"
"0.5","TRB","2021-08-13","Tribune Capital LLC - Tuscany Hills Opinion Letter 10116.007"
"0.7","RAW","2021-02-03","Tulsa DT Hotel Investment, LLC - Tulsa DoubleTree  Acquisition 10447.002"
"3.2","BPL","2020-01-16","Jasco Products Company, LLC - Jasco - Powergear II 10038.009"
"0.1","BPL","2024-06-04","Access Downhole, LLC - General 10014.000"
"2.0","WMJ","2024-04-02","Sweet Tooth Pediatric Dentistry - General 10986.000"
"0.3","RAW","2022-10-06","ONEYETMANY LLC - General 10094.000"
"2.8","CAJ","2023-12-20","Windmill Mini Storage LP - Property Sale 10954.001"
"0.5","JER","2021-03-23","The Children's Center, Inc. - General 10397.000"
"0.4","JRJ","2025-01-28","Adamax Inc. - General 11145.000"
"0.5","BPL","2021-11-17","Radio & TV Experts, LLC - Common Law Trademark Infringement 10007.003"
"0.7","BPL","2021-08-03","DoubleBarrel Downhole Technologies - General 10090.000"
"0.1","AEZ","2020-10-14","Q.B. Johnson Manufacturing, Inc. - General 10138.000"
"0.5","ERH","2020-10-21","Parsons, Robert and Angela - General 10226.000"
"0.3","AEZ","2024-12-17","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"1.6","JRJ","2023-08-11","Darby, Gina - General 10776.000"
"1.2","WMJ","2024-02-02","Lap 7 Development - General 11037.000"
"2.1","TRB","2021-10-20","WDCO NYC 001 LLC - General 10572.000"
"0.1","AEZ","2021-06-15","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.8","RAW","2020-05-20","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"1.0","CAJ","2024-09-23","ZZZ Johnson, Crystal 9986.001"
"0.4","ERH","2020-11-30","Orange Leaf Holdings LLC - General 10025.013"
"0.4","AEZ","2023-10-03","Bartlesville 501 LLC - General 10113.000"
"2.2","JRJ","2021-10-26","Wonderfully Made Foundation - Department of Education Litigation 10559.001"
"2.0","JRJ","2022-03-11","Allparts Music Corp. dba Walrus Audio - ACS1 Trademark Application-2 10368.014"
"0.1","ERH","2023-02-10","Hurst v. Knauf 10028.001"
"2.6","RAW","2022-12-15","Skirvin Hotel Investment LLC - Acquisition 10811.001"
"0.1","RAW","2021-01-07","PROPTORO LLC - General 10416.000"
"2.3","JRJ","2022-05-31","GeoX Energy Inc - General 10191.000"
"0.4","BPL","2022-11-23","Jasco Products Company, LLC - General 10038.000"
"1.8","JRJ","2025-02-25","Appraisal Shield - General 10100.000"
"1.1","JRJ","2024-07-26","Ascend Hospitality Group - GC2 10109.010"
"4.2","JRJ","2022-09-30","Darby, Gina - Dept of Education Action Corrected 10776.002"
"1.0","JRJ","2020-11-30","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"2.5","RAW","2021-09-09","Compellier - GC2 General 10552.000"
"0.6","JER","2022-09-21","MSA Investors, LLC - General 10802.000"
"4.8","JRJ","2020-01-29","Orange Leaf Holdings LLC - OL FDD 2020 10025.010"
"1.5","JER","2021-11-24","Compellier - Largo FL RE Purchase 10552.002"
"1.0","BPL","2023-02-23","Apex MWD LLC - General 10716.000"
"0.5","CAJ","2024-12-27","Derik Kinghorn - Claim Climbers 11204.001"
"1.0","AEZ","2022-11-11","JCL Aviation, LLC v. AX Transporter SA de CV 10793.001"
"1.2","ERH","2020-02-26","Flatt, Travis as POA of Wanda Peek - General 10222.000"
"0.2","ERH","2020-09-09","Strongpoint Auto Group v. Kerrington Renfrow 10043.013"
"0.9","AEZ","2023-10-30","Last Brand, Inc. - Severance Agreements 10296.033"
"0.3","JRJ","2024-07-19","VANESSA HOUSE BEER COMPANY LLC v. City of OKC 10037.001"
"1.3","AEZ","2020-10-12","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"1.2","JRJ","2023-06-05","MTC Holsters LLC - CrossBreed 10106.001"
"1.3","JRJ","2024-04-30","WDCO VENTURES LLC - General 10648.000"
"0.1","AEZ","2020-05-07","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.5","ERH","2025-02-10","RG60Yards, LLC - General 10859.000"
"0.2","ERH","2020-07-22","Pascucci - Wilson Trust Administration 10056.002"
"1.2","CNM","2022-12-27","Larry and Beverly Walker and Walker Farms, Inc - Lease dispute with B&L Red Angus, LLC 10820.001"
"1.6","TRB","2023-08-21","Last Brand, Inc. - Logistics & Shipping 10296.026"
"0.3","AEZ","2024-02-22","Santiago-Brennan McDonald's, Inc. - Latonya M. Christian EEOC Claim 10934.002"
"2.8","BPL","2021-02-01","Last Brand, Inc. - Trademark Application Hourly 10296.005"
"2.6","DAC","2020-06-10","BARRO LLC - General 10300.000"
"0.2","ERH","2019-12-16","Barro Partners LLC - Company Formation 10099.001"
"1.2","JRJ","2021-02-22","Homestead Medical Clinic - OHCA Appeal DO NOT BILL 10066.002"
"0.4","RAW","2024-06-24","OPERATIONREADYMIX LLC - Willoughby PSA 10742.004"
"1.5","DAC","2020-01-06","Barro LLC - General - Old 10098.000"
